PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,,0,0,0,0,0,0,0,03/29/2013,away,11320,388,Marshall,9,True,10,6,4,win,667442,9,1428407,2013
0,0,,0,0,0,0,0,0,0,03/30/2013,away,11320,388,Marshall,9,True,1,3,-2,loss,668330,9,1428407,2013
0,0,,0,0,0,1,0,0,0,03/30/2013,away,11320,388,Marshall,9,True,12,4,8,win,668517,9,1428407,2013
0,0,,0,0,0,0,0,0,0,04/03/2013,home,11320,315,Jacksonville St.,9,True,8,2,6,win,669053,9,1428407,2013
0,0,,0,0,0,0,0,0,0,04/05/2013,home,11320,632,Savannah St.,9,True,12,3,9,win,669444,9,1428407,2013
0,0,,0,0,0,0,0,0,0,04/06/2013,home,11320,632,Savannah St.,9,True,1,5,-4,loss,669686,9,1428407,2013
0,0,,0,0,0,0,0,0,0,04/07/2013,home,11320,632,Savannah St.,9,True,7,1,6,win,670506,9,1428407,2013
0,0,,0,0,0,0,0,0,0,04/09/2013,away,11320,625,Samford,9,True,4,11,-7,loss,670883,9,1428407,2013
0,0,,0,0,0,0,0,0,0,04/10/2013,away,11320,315,Jacksonville St.,9,True,2,8,-6,loss,671191,9,1428407,2013
0,0,,0,0,0,0,0,0,0,04/12/2013,home,11320,404,Memphis,9,True,3,6,-3,loss,671498,9,1428407,2013
0,0,,0,0,0,0,0,0,0,04/13/2013,home,11320,404,Memphis,9,True,1,7,-6,loss,672075,9,1428407,2013
0,0,,0,0,0,0,0,0,0,04/13/2013,home,11320,404,Memphis,9,True,9,8,1,win,672173,9,1428407,2013
0,1,,0,0,0,0,0,0,0,04/16/2013,away,11320,8,Alabama,9,True,4,7,-3,loss,672945,9,1428407,2013
0,0,,0,0,0,0,0,0,0,04/19/2013,home,11320,196,East Carolina,9,True,4,5,-1,loss,673558,9,1428407,2013
0,1,,0,0,0,1,0,0,0,04/20/2013,home,11320,196,East Carolina,9,True,1,4,-3,loss,673762,9,1428407,2013
0,0,,0,0,0,0,0,0,0,04/21/2013,home,11320,196,East Carolina,9,True,5,9,-4,loss,674476,9,1428407,2013
0,1,,0,0,0,0,0,0,0,04/23/2013,away,11320,7,Alabama St.,9,True,1,7,-6,loss,674990,9,1428407,2013
0,0,,0,0,0,0,0,0,0,04/24/2013,home,11320,7,Alabama St.,9,True,7,0,7,win,675222,9,1428407,2013
0,0,,0,0,0,0,0,0,0,04/26/2013,away,11320,664,Southern Miss.,9,True,3,13,-10,loss,675554,9,1428407,2013
0,0,,0,0,0,0,0,0,0,04/27/2013,away,11320,664,Southern Miss.,9,True,6,21,-15,loss,676081,9,1428407,2013
0,0,,0,0,0,0,0,0,0,04/27/2013,away,11320,664,Southern Miss.,9,True,4,5,-1,loss,676532,9,1428407,2013
0,0,,0,0,0,0,0,0,0,04/30/2013,home,11320,625,Samford,9,True,3,4,-1,loss,677071,9,1428407,2013
0,1,,0,0,0,0,0,0,0,05/03/2013,home,11320,574,Rice,9,True,10,9,1,win,677517,9,1428407,2013
0,0,,0,0,0,0,0,0,0,05/04/2013,home,11320,574,Rice,9,True,4,5,-1,loss,677769,9,1428407,2013
0,0,,0,0,0,0,0,0,0,05/05/2013,home,11320,574,Rice,9,True,3,7,-4,loss,678227,9,1428407,2013
0,0,,0,0,0,0,0,0,0,05/10/2013,away,11320,288,Houston,9,True,8,7,1,win,678799,9,1428407,2013
0,0,,0,0,0,0,0,0,0,05/11/2013,away,11320,288,Houston,9,True,2,11,-9,loss,679006,9,1428407,2013
0,0,,0,0,0,0,0,0,0,05/12/2013,away,11320,288,Houston,9,True,4,9,-5,loss,679241,9,1428407,2013
0,0,,0,0,0,0,0,0,0,05/14/2013,home,11320,716,Troy,9,True,6,4,2,win,679444,9,1428407,2013
0,0,,0,0,0,0,0,0,0,05/16/2013,away,11320,718,Tulane,9,True,3,15,-12,loss,679523,9,1428407,2013
0,1,,0,0,0,0,0,0,0,05/17/2013,away,11320,718,Tulane,9,True,4,2,2,win,679697,9,1428407,2013
0,0,,0,0,0,0,0,0,0,05/18/2013,away,11320,718,Tulane,9,True,6,3,3,win,679898,9,1428407,2013
0,1,,0,0,0,1,0,0,0,05/22/2013,away,11320,574,Rice,9,True,1,3,-2,loss,680166,9,1428407,2013
0,0,,0,0,0,0,0,0,0,05/23/2013,neutral,11320,404,Memphis,9,True,5,6,-1,loss,680238,9,1428407,2013
0,0,,0,0,0,0,0,0,0,05/24/2013,neutral,11320,128,UCF,9,True,5,1,4,win,680317,9,1428407,2013
0,0,,0,0,0,0,0,0,0,02/15/2013,away,11320,28,Arizona St.,11,True,4,5,-1,loss,657852,61,1422664,2013
0,0,,0,0,0,0,0,0,0,02/16/2013,away,11320,28,Arizona St.,9,True,7,15,-8,loss,658109,61,1422664,2013
0,0,,0,0,0,0,0,0,0,02/17/2013,away,11320,28,Arizona St.,9,True,7,6,1,win,658432,61,1422664,2013
0,0,,0,0,0,1,0,0,0,02/19/2013,home,11320,2711,North Florida,11,True,2,4,-2,loss,658736,61,1422664,2013
0,0,,0,0,0,0,0,0,0,02/20/2013,home,11320,231,FIU,9,True,1,0,1,win,658800,61,1422664,2013
0,0,,0,0,0,0,0,0,0,02/23/2013,away,11320,406,Mercer,9,True,4,9,-5,loss,659094,61,1422664,2013
0,0,,0,0,0,0,0,0,0,02/24/2013,away,11320,406,Mercer,9,True,4,19,-15,loss,659679,61,1422664,2013
0,0,,0,0,0,0,0,0,0,02/24/2013,away,11320,406,Mercer,9,True,0,5,-5,loss,659765,61,1422664,2013
0,0,,0,0,0,0,0,0,0,02/27/2013,home,11320,128,UCF,9,True,6,0,6,win,660017,61,1422664,2013
0,0,,0,0,0,1,0,0,0,03/02/2013,home,11320,228,Florida A&M,9,True,8,6,2,win,660609,61,1422664,2013
0,0,,0,0,0,0,0,0,0,03/02/2013,home,11320,228,Florida A&M,9,True,7,0,7,win,660693,61,1422664,2013
0,0,,0,0,0,0,0,0,0,03/03/2013,home,11320,228,Florida A&M,9,True,3,2,1,win,660906,61,1422664,2013
0,0,,0,0,0,0,0,0,0,03/05/2013,home,11320,129,Central Mich.,9,True,10,5,5,win,661400,61,1422664,2013
0,0,,0,0,0,0,0,0,0,03/06/2013,home,11320,129,Central Mich.,9,True,1,11,-10,loss,661589,61,1422664,2013
0,0,,0,0,0,0,0,0,0,03/09/2013,away,11320,489,N.C. Central,9,True,2,3,-1,loss,662422,61,1422664,2013
0,0,,0,0,0,0,0,0,0,03/09/2013,away,11320,489,N.C. Central,9,True,7,0,7,win,662442,61,1422664,2013
0,0,,0,0,0,0,0,0,0,03/10/2013,away,11320,489,N.C. Central,9,True,3,2,1,win,662704,61,1422664,2013
0,0,,0,0,0,0,0,0,0,03/12/2013,away,11320,678,Stetson,9,True,2,7,-5,loss,663170,61,1422664,2013
0,0,,0,0,0,0,0,0,0,03/13/2013,home,11320,316,Jacksonville,9,True,3,2,1,win,663419,61,1422664,2013
0,0,,0,0,0,2,0,0,0,03/16/2013,away,11320,488,N.C. A&T,9,True,6,15,-9,loss,664338,61,1422664,2013
0,0,,0,0,0,0,0,0,0,03/16/2013,away,11320,488,N.C. A&T,9,True,15,2,13,win,664475,61,1422664,2013
0,0,,0,0,0,0,0,0,0,03/17/2013,away,11320,488,N.C. A&T,9,True,6,9,-3,loss,664715,61,1422664,2013
0,0,,0,0,0,0,0,0,0,03/19/2013,home,11320,651,South Fla.,9,True,6,2,4,win,665158,61,1422664,2013
