PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,,0,0,0,0,0,0,0,03/29/2016,away,12360,404,Memphis,9,True,11,5,6,win,301760,30,1651091,2016
0,0,,0,0,0,0,0,0,0,04/01/2016,home,12360,671,Louisiana,9,True,7,6,1,win,302314,30,1651091,2016
0,0,,0,0,0,0,0,0,0,04/02/2016,home,12360,671,Louisiana,9,True,2,5,-3,loss,302577,30,1651091,2016
0,0,,0,0,0,0,0,0,0,04/03/2016,home,12360,671,Louisiana,9,True,1,6,-5,loss,303164,30,1651091,2016
11,1,,0,0,0,0,0,0,0,04/05/2016,away,12360,654,Southeast Mo. St.,9,True,2,4,-2,loss,303565,30,1651091,2016
2,0,,0,0,0,0,0,0,0,04/08/2016,away,12360,646,South Alabama,9,True,2,8,-6,loss,304024,30,1651091,2016
6,2,,0,0,0,1,1,0,0,04/09/2016,away,12360,646,South Alabama,9,True,7,12,-5,loss,304328,30,1651091,2016
0,0,,0,0,0,0,0,0,0,04/10/2016,away,12360,646,South Alabama,9,True,2,3,-1,loss,304832,30,1651091,2016
0,0,,0,0,0,0,0,0,0,04/12/2016,home,12360,654,Southeast Mo. St.,9,True,8,13,-5,loss,305393,30,1651091,2016
2,0,,0,0,0,0,0,0,0,04/15/2016,home,12360,716,Troy,9,True,1,11,-10,loss,306002,30,1651091,2016
0,0,,0,0,0,0,0,0,0,04/16/2016,home,12360,716,Troy,9,True,4,3,1,win,306292,30,1651091,2016
0,0,,0,0,0,0,0,0,0,04/17/2016,home,12360,716,Troy,9,True,1,8,-7,loss,307050,30,1651091,2016
7,0,,0,0,0,0,0,0,0,04/19/2016,away,12360,659,Southern Ill.,9,True,7,1,6,win,307638,30,1651091,2016
2,1,,0,0,0,0,1,0,0,04/22/2016,home,12360,498,ULM,9,True,8,1,7,win,308114,30,1651091,2016
1,4,,0,0,0,2,0,0,0,04/23/2016,home,12360,498,ULM,9,True,12,4,8,win,308390,30,1651091,2016
2,0,,0,0,0,0,0,0,0,04/24/2016,home,12360,498,ULM,9,True,5,4,1,win,309157,30,1651091,2016
4,0,,0,0,1,1,0,0,0,04/26/2016,home,12360,2678,Ark.-Pine Bluff,9,True,8,3,5,win,309581,30,1651091,2016
8,0,,0,0,0,0,0,0,0,04/29/2016,away,12360,27,App State,9,True,9,7,2,win,310271,30,1651091,2016
3,1,,0,0,0,0,0,0,0,04/29/2016,away,12360,27,App State,9,True,2,9,-7,loss,310309,30,1651091,2016
7,0,,1,0,0,0,0,0,0,04/30/2016,away,12360,27,App State,9,True,4,6,-2,loss,310435,30,1651091,2016
8,3,,0,0,0,4,1,0,0,05/06/2016,home,12360,508,Northwestern St.,9,True,3,8,-5,loss,311622,30,1651091,2016
1,1,,0,0,0,0,0,0,0,05/07/2016,home,12360,508,Northwestern St.,9,True,3,6,-3,loss,311911,30,1651091,2016
3,0,,0,0,0,1,0,0,0,05/08/2016,home,12360,508,Northwestern St.,9,True,4,1,3,win,312360,30,1651091,2016
11,0,,0,0,0,0,0,0,0,05/10/2016,home,12360,404,Memphis,9,True,4,3,1,win,312640,30,1651091,2016
0,0,,0,0,0,0,0,0,0,05/13/2016,home,12360,670,Texas St.,9,True,6,1,5,win,312902,30,1651091,2016
0,0,,0,0,0,0,0,0,0,05/14/2016,home,12360,670,Texas St.,9,True,9,6,3,win,313128,30,1651091,2016
0,0,,0,0,0,0,0,0,0,05/15/2016,home,12360,670,Texas St.,9,True,3,12,-9,loss,313356,30,1651091,2016
8,1,,1,0,1,0,0,0,0,05/17/2016,home,12360,433,Ole Miss,9,True,8,6,2,win,313494,30,1651091,2016
0,0,,0,0,0,0,0,0,0,05/19/2016,away,12360,32,Little Rock,9,True,4,9,-5,loss,313604,30,1651091,2016
5,4,,0,0,0,3,0,0,0,05/20/2016,away,12360,32,Little Rock,9,True,12,10,2,win,313789,30,1651091,2016
8,0,,0,0,0,3,0,0,0,05/21/2016,away,12360,32,Little Rock,9,True,15,11,4,win,313987,30,1651091,2016
5,0,,0,0,3,1,0,0,0,05/25/2016,neutral,12360,671,Louisiana,9,True,4,7,-3,loss,314235,30,1651091,2016
8,1,,0,0,0,1,0,0,0,05/26/2016,neutral,12360,716,Troy,9,True,13,12,1,win,314311,30,1651091,2016
5,2,,0,0,1,0,0,0,0,05/27/2016,away,12360,670,Texas St.,9,True,4,3,1,win,314404,30,1651091,2016
4,1,,1,0,0,2,0,0,0,05/28/2016,neutral,12360,671,Louisiana,9,True,10,17,-7,loss,314463,30,1651091,2016
0,0,,0,0,0,0,0,0,0,02/19/2016,home,12360,305,Indiana St.,9,True,2,7,-5,loss,292464,32,1750576,2016
0,0,,0,0,0,0,0,0,0,02/20/2016,home,12360,328,Kansas,9,True,4,2,2,win,292708,32,1750576,2016
0,0,,0,0,0,0,0,0,0,02/21/2016,home,12360,305,Indiana St.,9,True,6,5,1,win,293166,32,1750576,2016
0,0,,0,0,0,0,0,0,0,02/26/2016,home,12360,308,Purdue Fort Wayne,9,True,2,4,-2,loss,293561,32,1750576,2016
0,0,,0,0,0,0,0,0,0,02/27/2016,home,12360,308,Purdue Fort Wayne,9,True,7,9,-2,loss,293921,32,1750576,2016
0,0,,0,0,0,0,0,0,0,02/27/2016,home,12360,308,Purdue Fort Wayne,9,True,8,6,2,win,294021,32,1750576,2016
