date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season,GS,pitches,CG,pickoffs
03/09/2014,away,11620,609,Saint Louis,9,True,2,4,-2,loss,2 - 4,591164,494,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0,1,0,0,0,0,4,0,1324226,2014,,,,
03/14/2014,away,11620,30024,Utah Valley,9,True,5,8,-3,loss,5 - 8,592249,494,1,5.0,6,2,2,1,3,0,22,20,1,0,1,1,0,1,0,2,0,0,0,86.0,4,8,0,1,0,2,0,1324226,2014,,,,
03/21/2014,away,11620,94,CSU Bakersfield,9,True,1,4,-3,loss,1 - 4,594081,494,1,7.0,11,3,3,1,4,0,33,30,1,0,0,1,0,1,0,0,0,1,0,115.0,7,8,0,1,0,1,2,1324226,2014,,,,
03/29/2014,home,11620,502,Northern Colo.,9,True,3,2,1,win,3 - 2,596441,494,1,3.1,5,2,1,1,4,0,16,15,1,1,0,0,0,0,0,1,0,0,0,0.0,1,4,1,0,0,2,0,1324226,2014,,,,
04/05/2014,away,11620,169,Creighton,9,True,3,4,-1,loss,3 - 4,598327,494,1,0.1,1,1,0,0,1,0,3,3,0,1,0,0,0,0,0,1,1,0,0,12.0,0,0,0,1,0,4,0,1324226,2014,,,,
04/15/2014,away,11620,649,South Dakota St.,9,True,9,10,-1,loss,9 - 10,601442,494,1,1.1,2,0,0,3,3,0,8,5,1,0,0,1,0,0,0,1,1,0,0,0.0,0,0,0,0,0,6,1,1324226,2014,,,,
04/18/2014,away,11620,136,Chicago St.,9,True,2,10,-8,loss,2 - 10,601974,494,1,0.0,0,3,2,2,0,0,4,1,0,0,0,0,0,1,0,3,3,0,0,19.0,0,0,0,0,0,2,0,1324226,2014,,,,
04/27/2014,home,11620,1356,Seattle U,9,True,9,12,-3,loss,9 - 12,605057,494,1,0.2,2,1,1,1,0,0,5,4,0,0,0,0,0,0,0,1,1,0,0,20.0,2,0,0,0,0,2,0,1324226,2014,,,,
05/04/2014,away,11620,536,UTRGV,9,True,4,13,-9,loss,4 - 13,606582,494,1,1.0,2,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,20.0,2,0,0,0,0,3,0,1324226,2014,,,,
05/07/2014,home,11620,493,North Dakota St.,9,True,3,2,1,win,3 - 2,606970,494,1,4.1,6,2,2,2,5,0,21,18,1,0,0,0,0,0,0,0,0,1,0,73.0,7,2,0,0,0,1,1,1324226,2014,,,,
05/17/2014,away,11620,102,Sacramento St.,9,True,5,6,-1,loss,5 - 6,608265,494,1,1.1,0,0,0,3,2,0,8,5,0,0,0,1,0,0,0,0,0,0,0,40.0,0,3,0,0,0,2,0,1324226,2014,,,,
04/15/2014,away,11620,649,South Dakota St.,9,True,9,10,-1,loss,9 - 10,601442,494,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,7,0,1324228,2014,,,,
03/01/2014,home,11620,299,Illinois St.,9,True,0,4,-4,loss,0 - 4,589548,494,1,3.0,2,0,0,2,2,0,14,12,0,0,0,0,0,0,0,0,0,0,0,0.0,3,4,0,0,0,2,0,1324230,2014,,,,
03/08/2014,away,11620,609,Saint Louis,9,True,0,10,-10,loss,0 - 10,590587,494,1,1.0,4,5,5,0,0,0,9,6,1,0,1,0,0,2,0,1,0,1,0,19.0,2,1,0,0,0,2,0,1324230,2014,,,,
03/19/2014,away,11620,465,UNLV,9,True,6,16,-10,loss,6 - 16,593758,494,1,2.0,2,1,1,1,0,0,9,8,0,1,0,0,0,0,0,0,0,0,0,30.0,4,2,0,0,0,1,0,1324230,2014,,,,
04/20/2014,away,11620,136,Chicago St.,9,True,5,7,-2,loss,5 - 7,603093,494,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,16.0,0,2,0,0,0,4,0,1324230,2014,,,,
04/25/2014,home,11620,1356,Seattle U,9,True,6,5,1,win,6 - 5,604075,494,1,0.1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0.0,1,0,0,0,0,2,0,1324230,2014,,,,
02/28/2014,away,11620,1004,Central Ark.,9,True,1,6,-5,loss,1 - 6,589066,494,1,4.2,5,6,3,7,0,0,27,20,0,0,0,1,0,0,0,0,0,0,0,118.0,8,5,0,1,0,1,0,1324231,2014,,,,
03/07/2014,away,11620,609,Saint Louis,9,True,4,6,-2,loss,4 - 6,590318,494,1,6.2,9,6,6,2,5,0,30,27,2,0,2,1,0,0,0,0,0,1,0,104.0,7,7,0,1,0,1,0,1324231,2014,,,,
03/14/2014,away,11620,30024,Utah Valley,9,True,5,8,-3,loss,5 - 8,592249,494,1,2.1,6,5,5,0,2,0,17,12,1,0,0,2,0,4,0,0,0,1,0,46.0,3,2,0,0,0,1,1,1324231,2014,,,,
03/19/2014,away,11620,465,UNLV,9,True,6,16,-10,loss,6 - 16,593758,494,1,0.2,6,6,6,0,0,0,7,7,0,0,1,0,0,0,0,1,0,0,0,16.0,1,0,0,0,0,7,0,1324231,2014,,,,
03/22/2014,away,11620,94,CSU Bakersfield,9,True,10,11,-1,loss,10 - 11,594413,494,1,3.0,4,2,0,0,0,0,16,14,0,0,0,0,0,1,0,1,1,1,0,57.0,9,0,0,0,0,3,0,1324231,2014,,,,
03/29/2014,home,11620,502,Northern Colo.,9,True,3,1,2,win,3 - 1,596434,494,1,9.0,7,1,1,4,6,0,38,31,1,0,0,0,0,1,0,0,0,2,0,0.0,15,5,1,0,0,1,3,1324231,2014,,,,
04/05/2014,away,11620,169,Creighton,9,True,2,6,-4,loss,2 - 6,598079,494,1,5.0,8,5,5,2,4,0,25,22,1,1,0,0,0,0,0,0,0,1,0,106.0,5,6,0,1,0,1,0,1324231,2014,,,,
04/15/2014,away,11620,649,South Dakota St.,9,True,9,10,-1,loss,9 - 10,601442,494,1,1.0,2,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,1324231,2014,,,,
04/18/2014,away,11620,136,Chicago St.,9,True,2,10,-8,loss,2 - 10,601974,494,1,5.0,6,4,3,4,3,0,25,19,1,0,0,1,0,1,0,0,0,1,0,80.0,5,6,0,1,0,1,1,1324231,2014,,,,
04/25/2014,home,11620,1356,Seattle U,9,True,6,5,1,win,6 - 5,604075,494,1,5.0,4,1,1,1,5,0,20,18,0,0,0,1,0,1,0,0,0,0,0,0.0,7,2,1,0,0,3,3,1324231,2014,,,,
05/02/2014,away,11620,536,UTRGV,9,True,1,3,-2,loss,1 - 3,605760,494,1,8.0,8,3,2,3,6,0,37,31,0,0,0,0,0,1,0,0,0,2,0,134.0,10,8,0,1,0,1,4,1324231,2014,,,,
05/09/2014,home,11620,1104,Grand Canyon,9,True,1,3,-2,loss,1 - 3,607228,494,1,9.0,12,3,3,3,3,0,43,37,0,1,0,0,0,0,0,0,0,2,1,126.0,14,9,0,1,0,1,1,1324231,2014,,,,
05/16/2014,away,11620,102,Sacramento St.,9,True,2,8,-6,loss,2 - 8,608073,494,1,8.0,14,8,7,1,2,0,39,36,3,0,0,0,0,0,0,0,0,0,2,101.0,13,8,0,1,0,1,0,1324231,2014,,,,
03/01/2014,home,11620,299,Illinois St.,9,True,0,4,-4,loss,0 - 4,589548,494,1,4.0,6,4,2,2,0,0,24,19,1,0,0,0,0,1,0,0,0,0,2,0.0,5,7,0,1,0,1,0,1324232,2014,,,,
03/09/2014,away,11620,609,Saint Louis,9,True,2,4,-2,loss,2 - 4,591164,494,1,6.2,7,4,4,4,3,0,32,26,2,0,0,2,0,2,0,0,0,0,0,114.0,12,4,0,1,0,1,0,1324232,2014,,,,
03/16/2014,away,11620,30024,Utah Valley,9,True,10,4,6,win,10 - 4,593243,494,1,9.0,10,4,4,0,4,0,37,37,2,0,2,0,0,0,0,0,0,0,0,103.0,6,17,1,0,0,1,0,1324232,2014,,,,
03/23/2014,away,11620,94,CSU Bakersfield,9,True,6,3,3,win,6 - 3,595072,494,1,9.0,9,3,3,1,4,0,36,35,0,2,0,0,0,0,0,0,0,0,0,116.0,10,12,1,0,0,1,1,1324232,2014,,,,
03/30/2014,home,11620,502,Northern Colo.,9,True,2,1,1,win,2 - 1,596532,494,1,8.1,5,1,1,2,6,0,31,28,2,0,1,0,0,0,0,0,0,1,0,0.0,9,9,1,0,0,1,0,1324232,2014,,,,
04/06/2014,away,11620,169,Creighton,9,True,6,8,-2,loss,6 - 8,598650,494,1,6.2,9,8,7,1,2,0,31,27,1,1,1,0,0,2,0,0,0,1,0,90.0,11,5,0,1,0,1,1,1324232,2014,,,,
04/20/2014,away,11620,136,Chicago St.,9,True,5,7,-2,loss,5 - 7,603093,494,1,6.1,11,6,5,2,1,0,32,27,0,0,0,0,0,0,0,0,0,2,1,105.0,8,9,0,1,0,1,1,1324232,2014,,,,
04/27/2014,home,11620,1356,Seattle U,9,True,9,12,-3,loss,9 - 12,605057,494,1,6.1,13,11,11,2,5,0,34,31,1,0,2,0,0,0,0,0,0,0,1,118.0,7,7,0,1,0,1,1,1324232,2014,,,,
05/03/2014,away,11620,536,UTRGV,9,True,5,8,-3,loss,5 - 8,606043,494,1,1.1,2,0,0,1,3,0,7,6,0,1,0,0,0,0,0,2,2,0,0,24.0,0,1,0,0,0,3,1,1324232,2014,,,,
05/07/2014,home,11620,493,North Dakota St.,9,True,3,2,1,win,3 - 2,606970,494,1,1.0,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,12.0,1,0,0,0,1,4,1,1324232,2014,,,,
05/11/2014,home,11620,1104,Grand Canyon,9,True,3,7,-4,loss,3 - 7,607704,494,1,2.0,1,0,0,0,0,0,7,5,0,0,0,0,0,0,0,1,1,1,1,24.0,5,1,0,0,0,3,0,1324232,2014,,,,
05/15/2014,away,11620,102,Sacramento St.,9,True,4,6,-2,loss,4 - 6,607919,494,1,8.0,11,6,6,0,1,0,34,32,1,2,0,2,0,0,0,0,0,0,2,116.0,7,15,0,1,0,1,0,1324232,2014,,,,
03/07/2014,away,11620,609,Saint Louis,9,True,4,12,-8,loss,4 - 12,590407,494,1,0.1,1,3,3,2,0,0,4,2,0,0,0,0,0,0,0,2,2,0,0,16.0,0,1,0,0,0,2,0,1324233,2014,,,,
03/19/2014,away,11620,465,UNLV,9,True,6,16,-10,loss,6 - 16,593758,494,1,0.1,3,4,4,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,19.0,0,1,0,1,0,2,0,1324233,2014,,,,
04/15/2014,away,11620,649,South Dakota St.,9,True,9,10,-1,loss,9 - 10,601442,494,1,0.1,2,2,2,0,0,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,5,0,1324233,2014,,,,
02/28/2014,away,11620,1004,Central Ark.,9,True,1,6,-5,loss,1 - 6,589066,494,1,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,3.0,0,0,0,0,0,3,0,1324234,2014,,,,
03/07/2014,away,11620,609,Saint Louis,9,True,4,12,-8,loss,4 - 12,590407,494,1,3.2,3,0,0,1,1,0,14,13,0,0,0,0,0,0,0,3,1,0,0,43.0,6,3,0,0,0,4,0,1324234,2014,,,,
03/09/2014,away,11620,609,Saint Louis,9,True,2,4,-2,loss,2 - 4,591164,494,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,6.0,0,0,0,0,0,2,0,1324234,2014,,,,
03/19/2014,away,11620,465,UNLV,9,True,6,16,-10,loss,6 - 16,593758,494,1,1.0,2,1,1,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,1,15.0,1,2,0,0,0,4,0,1324234,2014,,,,
04/06/2014,away,11620,169,Creighton,9,True,6,8,-2,loss,6 - 8,598650,494,1,0.1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,8.0,0,0,0,0,0,2,0,1324234,2014,,,,
04/15/2014,away,11620,649,South Dakota St.,9,True,9,10,-1,loss,9 - 10,601442,494,1,0.1,1,3,2,1,0,0,5,3,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,8,0,1324234,2014,,,,
02/28/2014,home,11620,299,Illinois St.,9,True,1,5,-4,loss,1 - 5,589129,494,1,6.2,4,4,2,3,5,0,28,24,2,0,0,0,0,0,0,0,0,1,0,0.0,8,5,0,1,0,1,3,1324235,2014,,,,
03/07/2014,away,11620,609,Saint Louis,9,True,4,12,-8,loss,4 - 12,590407,494,1,4.0,6,9,9,4,3,0,25,18,2,1,1,0,0,3,0,0,0,0,0,91.0,3,5,0,1,0,1,1,1324235,2014,,,,
04/06/2014,away,11620,169,Creighton,9,True,6,8,-2,loss,6 - 8,598650,494,1,1.0,0,0,0,2,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,18.0,0,3,0,0,0,3,0,1324235,2014,,,,
04/25/2014,home,11620,1356,Seattle U,9,True,6,5,1,win,6 - 5,604075,494,1,3.2,4,4,4,3,2,0,18,15,1,0,1,0,0,0,0,0,0,0,0,0.0,3,6,0,0,0,1,1,1324235,2014,,,,
05/04/2014,away,11620,536,UTRGV,9,True,4,13,-9,loss,4 - 13,606582,494,1,2.1,4,6,6,3,0,0,14,10,0,1,1,0,0,1,0,0,0,0,0,53.0,4,2,0,1,0,1,0,1324235,2014,,,,
05/17/2014,away,11620,102,Sacramento St.,9,True,5,6,-1,loss,5 - 6,608265,494,1,0.0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3.0,0,0,0,1,0,5,0,1324235,2014,,,,
03/15/2014,away,11620,128,UCF,9,True,8,9,-1,loss,8 - 9,592560,127,1,1.2,3,1,1,0,1,0,9,8,1,0,0,0,0,1,0,0,0,0,0,0.0,3,1,0,1,0,3,1,1324331,2014,,,,
03/19/2014,home,11620,164,UConn,10,True,1,6,-5,loss,1 - 6,593873,127,1,2.1,8,5,5,1,2,0,15,14,0,0,0,0,0,0,1,0,0,0,0,0.0,2,2,0,1,0,2,2,1324331,2014,,,,
04/01/2014,home,11620,368,UMass Lowell,9,True,4,3,1,win,4 - 3,597142,127,1,6.0,1,0,0,1,4,0,21,18,0,0,0,0,0,1,0,0,0,0,0,0.0,4,9,1,0,0,1,3,1324331,2014,,,,
04/08/2014,away,11620,285,Holy Cross,9,True,6,4,2,win,6 - 4,599370,127,1,2.1,1,0,0,3,1,0,12,8,1,0,0,0,0,1,0,1,0,0,0,57.0,5,1,1,0,0,2,1,1324331,2014,,,,
04/21/2014,away,11620,164,UConn,9,True,1,9,-8,loss,1 - 9,603162,127,1,3.0,2,3,3,0,2,0,12,11,1,0,0,1,0,1,0,0,0,0,0,0.0,4,3,0,1,0,1,2,1324331,2014,,,,
04/27/2014,home,11620,748,Wagner,9,True,7,0,7,win,7 - 0,605114,127,1,7.0,3,0,0,1,7,0,26,25,0,0,0,0,0,0,0,0,0,0,0,0.0,11,3,1,0,0,1,4,1324331,2014,,,,
05/04/2014,home,11620,220,Fairfield,9,True,1,3,-2,loss,1 - 3,606679,127,1,1.0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,2,1,1324331,2014,,,,
05/09/2014,home,11620,361,LIU,9,True,2,4,-2,loss,2 - 4,607167,127,1,8.0,7,4,4,4,6,0,35,31,0,1,0,1,1,0,0,0,0,0,0,0.0,12,6,0,1,0,1,3,1324331,2014,,,,
05/15/2014,away,11620,590,Sacred Heart,13,True,7,8,-1,loss,7 - 8,607968,127,1,5.0,9,3,3,0,1,0,23,23,1,0,1,0,0,0,0,0,0,0,0,0.0,6,7,0,0,0,1,0,1324331,2014,,,,
02/19/2014,away,11620,317,James Madison,9,True,7,14,-7,loss,7 - 14,587670,363,1,1.0,2,4,4,2,0,0,9,6,0,0,1,0,0,1,0,0,0,0,0,32.0,1,2,0,0,0,3,0,1324515,2014,,,,
02/22/2014,home,11620,386,Marist,9,True,16,4,12,win,16 - 4,588158,363,1,1.0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0.0,1,2,0,0,0,5,0,1324515,2014,,,,
03/05/2014,away,11620,489,N.C. Central,9,True,12,16,-4,loss,12 - 16,590213,363,1,0.0,2,2,2,0,0,0,2,2,0,0,1,0,0,0,0,2,2,0,0,6.0,0,0,0,0,0,3,0,1324515,2014,,,,
04/02/2014,home,11620,575,Richmond,9,True,4,6,-2,loss,4 - 6,597352,363,1,2.0,5,2,2,0,1,0,10,10,0,0,1,1,0,0,0,0,0,0,0,0.0,1,2,0,0,0,1,0,1324515,2014,,,,
02/16/2014,away,11620,198,ETSU,9,True,6,4,2,win,6 - 4,587311,363,1,8.0,9,4,4,0,7,0,31,31,1,0,1,0,0,0,0,0,0,0,0,0.0,6,10,1,0,0,1,1,1324516,2014,,,,
02/22/2014,home,11620,386,Marist,9,True,16,4,12,win,16 - 4,588158,363,1,6.0,4,3,2,5,9,0,27,18,1,0,0,0,0,1,0,0,0,2,1,0.0,4,4,0,0,0,1,3,1324516,2014,,,,
02/28/2014,away,11620,2915,Wofford,9,True,7,1,6,win,7 - 1,588994,363,1,9.0,7,1,0,0,9,0,32,32,1,0,0,0,0,0,0,0,0,0,0,129.0,6,9,1,0,0,1,3,1324516,2014,,,,
03/08/2014,home,11620,519,Ohio,9,True,1,0,1,win,1 - 0,590693,363,1,9.0,4,0,0,2,6,1,31,28,0,0,0,0,0,0,0,0,0,1,0,0.0,9,10,1,0,0,1,3,1324516,2014,,,,
03/14/2014,home,11620,48,Charleston So.,9,True,1,2,-1,loss,1 - 2,592185,363,1,8.0,9,2,2,1,10,0,35,32,1,0,0,2,0,0,0,0,0,2,0,0.0,7,7,0,1,0,1,4,1324516,2014,,,,
03/21/2014,home,11620,115,Campbell,10,True,1,4,-3,loss,1 - 4,594032,363,1,9.0,1,1,1,3,10,0,34,29,0,0,0,1,1,2,0,0,0,0,0,0.0,8,9,0,0,0,1,0,1324516,2014,,,,
03/29/2014,away,11620,563,Radford,9,True,4,2,2,win,4 - 2,596097,363,1,5.2,2,2,2,4,3,0,24,18,0,0,1,0,1,1,0,0,0,0,1,114.0,9,4,1,0,0,1,1,1324516,2014,,,,
04/04/2014,away,11620,1092,Gardner-Webb,9,True,1,6,-5,loss,1 - 6,597651,363,1,7.0,6,4,2,0,4,0,30,28,1,0,0,1,0,0,0,0,0,1,1,0.0,10,7,0,1,0,1,1,1324516,2014,,,,
04/12/2014,home,11620,355,Liberty,9,True,5,8,-3,loss,5 - 8,600137,363,1,0.1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,3,0,0,0.0,0,1,0,0,0,2,0,1324516,2014,,,,
04/13/2014,home,11620,355,Liberty,9,True,1,6,-5,loss,1 - 6,600945,363,1,5.1,6,4,3,4,5,0,25,20,1,0,1,0,0,0,0,0,0,0,1,0.0,3,6,0,1,0,1,0,1324516,2014,,,,
04/18/2014,away,11620,741,VMI,9,True,6,4,2,win,6 - 4,601951,363,1,1.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,1,2,0,1324516,2014,,,,
04/19/2014,away,11620,741,VMI,9,True,3,0,3,win,3 - 0,602486,363,1,8.0,6,0,0,1,5,0,31,30,0,0,0,0,0,0,0,0,0,0,0,0.0,8,11,1,0,0,1,2,1324516,2014,,,,
04/25/2014,home,11620,1320,Presbyterian,9,True,4,1,3,win,4 - 1,604074,363,1,9.0,7,1,0,1,7,0,37,36,0,0,0,0,0,0,0,0,0,0,0,0.0,10,10,1,0,0,1,1,1324516,2014,,,,
05/04/2014,away,11620,193,Duke,9,True,2,1,1,win,2 - 1,606760,363,1,6.0,6,1,1,1,2,0,24,23,2,0,0,0,0,0,0,0,0,0,0,0.0,4,11,1,0,0,1,0,1324516,2014,,,,
05/09/2014,home,11620,19651,High Point,9,True,0,3,-3,loss,0 - 3,607233,363,1,9.0,6,3,2,2,3,0,34,28,2,1,0,0,0,0,0,0,0,2,2,110.0,10,12,0,1,0,1,1,1324516,2014,,,,
05/16/2014,away,11620,792,Winthrop,9,True,3,4,-1,loss,3 - 4,608058,363,1,7.0,7,2,2,4,8,0,31,24,0,0,1,0,0,0,0,0,0,3,0,101.0,6,6,0,0,0,1,2,1324516,2014,,,,
02/17/2014,away,11620,198,ETSU,9,True,3,7,-4,loss,3 - 7,587537,363,1,6.0,10,3,3,1,2,0,25,23,2,1,0,1,0,0,0,0,0,1,0,0.0,7,3,0,0,0,1,1,1324517,2014,,,,
02/23/2014,home,11620,386,Marist,9,True,2,4,-2,loss,2 - 4,588505,363,1,7.0,9,4,2,3,4,0,32,29,0,0,0,1,0,0,0,0,0,0,0,0.0,12,3,0,1,0,1,2,1324517,2014,,,,
03/01/2014,away,11620,2915,Wofford,9,True,3,4,-1,loss,3 - 4,589203,363,1,6.2,6,3,0,3,4,0,30,27,0,0,0,0,0,0,0,0,0,0,0,125.0,6,9,0,0,0,1,2,1324517,2014,,,,
03/08/2014,home,11620,519,Ohio,9,True,7,1,6,win,7 - 1,590802,363,1,9.0,3,1,1,3,7,0,34,30,0,0,0,0,0,1,0,0,0,0,0,0.0,13,7,1,0,0,1,4,1324517,2014,,,,
03/15/2014,home,11620,48,Charleston So.,9,True,9,4,5,win,9 - 4,592553,363,1,6.2,12,4,3,3,2,0,36,33,3,0,0,0,0,0,0,0,0,0,0,0.0,12,5,1,0,0,1,0,1324517,2014,,,,
03/22/2014,home,11620,115,Campbell,9,True,3,7,-4,loss,3 - 7,594383,363,1,9.0,10,7,4,2,3,0,40,35,2,0,0,1,0,0,0,0,0,2,1,0.0,10,11,0,1,0,1,0,1324517,2014,,,,
03/31/2014,away,11620,563,Radford,9,True,5,4,1,win,5 - 4,596894,363,1,7.2,8,4,3,3,6,0,34,28,0,1,0,2,0,1,0,0,0,2,0,121.0,6,8,1,0,0,1,1,1324517,2014,,,,
04/06/2014,away,11620,1092,Gardner-Webb,9,True,3,4,-1,loss,3 - 4,598630,363,1,8.0,8,4,3,3,8,0,35,32,2,0,1,0,0,0,0,0,0,0,0,0.0,7,8,0,1,0,1,1,1324517,2014,,,,
04/12/2014,home,11620,355,Liberty,9,True,5,8,-3,loss,5 - 8,600137,363,1,5.2,7,7,5,4,3,0,28,23,0,0,1,0,0,0,0,0,0,0,1,0.0,9,5,0,1,0,1,0,1324517,2014,,,,
04/18/2014,away,11620,741,VMI,9,True,6,4,2,win,6 - 4,601951,363,1,8.0,8,4,2,0,8,0,34,34,1,0,1,1,0,0,0,0,0,0,0,0.0,7,9,1,0,0,1,5,1324517,2014,,,,
04/26/2014,home,11620,1320,Presbyterian,9,True,5,6,-1,loss,5 - 6,604360,363,1,6.0,11,6,3,0,3,0,32,31,3,0,0,1,0,0,0,0,0,0,1,0.0,8,7,0,1,0,1,0,1324517,2014,,,,
05/04/2014,away,11620,193,Duke,9,True,4,10,-6,loss,4 - 10,606710,363,1,4.0,9,4,4,0,5,0,22,21,0,1,0,0,0,1,0,0,0,0,0,0.0,2,5,0,1,0,1,2,1324517,2014,,,,
05/10/2014,home,11620,19651,High Point,9,True,4,6,-2,loss,4 - 6,607443,363,1,5.1,6,6,3,2,3,0,28,25,0,0,2,2,0,0,0,0,0,1,0,97.0,6,8,0,1,0,1,2,1324517,2014,,,,
05/16/2014,away,11620,792,Winthrop,9,True,10,6,4,win,10 - 6,3379794,792,1,2.1,6,6,5,4,1,0,18,13,0,1,1,0,0,0,0,0,0,1,0,61.0,4,2,0,0,0,1,0,1324517,2014,,,,
02/21/2014,away,11620,277,Hawaii,9,True,0,9,-9,loss,0 - 9,587759,14,1,1.2,5,6,4,1,2,0,13,10,1,0,0,2,0,1,0,0,0,0,1,43.0,0,2,0,1,0,1,0,1324525,2014,,,,
03/01/2014,home,11620,711,Towson,9,True,2,8,-6,loss,2 - 8,589541,14,1,2.0,4,5,5,4,2,0,16,10,2,0,0,1,0,2,0,0,0,0,0,0.0,0,4,0,1,0,1,1,1324525,2014,,,,
03/15/2014,away,11620,391,UMBC,9,True,9,7,2,win,9 - 7,592831,14,1,2.0,4,3,3,1,4,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,1,0,0,2,0,1324525,2014,,,,
03/29/2014,away,11620,81,Bryant,9,True,0,6,-6,loss,0 - 6,596194,14,1,2.0,1,0,0,0,2,0,8,7,0,0,0,0,0,1,0,0,0,0,0,0.0,2,2,0,0,0,3,0,1324525,2014,,,,
04/01/2014,away,11620,236,Fordham,9,True,2,8,-6,loss,2 - 8,597143,14,1,1.0,0,0,0,2,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,24.0,1,0,0,0,0,2,1,1324525,2014,,,,
04/05/2014,home,11620,368,UMass Lowell,9,True,4,11,-7,loss,4 - 11,598310,14,1,0.1,2,3,3,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,2,0,1324525,2014,,,,
04/08/2014,away,11620,386,Marist,10,True,7,6,1,win,7 - 6,599120,14,1,2.0,2,2,2,3,3,0,12,8,0,0,0,0,0,1,0,0,0,0,0,57.0,1,2,1,0,0,4,0,1324525,2014,,,,
04/13/2014,home,11620,391,UMBC,9,True,6,10,-4,loss,6 - 10,600954,14,1,2.1,5,3,3,0,2,0,14,12,1,0,0,1,0,1,0,0,0,1,0,0.0,4,1,0,0,0,2,1,1324525,2014,,,,
04/20/2014,away,11620,272,Hartford,9,True,9,12,-3,loss,9 - 12,603059,14,1,1.0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,14.0,1,1,0,0,0,6,0,1324525,2014,,,,
04/23/2014,home,11620,381,Manhattan,9,True,7,9,-2,loss,7 - 9,603632,14,1,0.1,3,4,3,2,0,0,7,4,0,0,0,0,0,0,1,0,0,1,0,0.0,1,0,0,1,0,8,0,1324525,2014,,,,
03/01/2014,away,11620,726,Navy,9,True,2,4,-2,loss,2 - 4,589303,167,1,2.1,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,2,0,0,0,20.0,4,3,0,0,0,2,0,1324531,2014,,,,
03/08/2014,away,11620,249,George Washington,9,True,3,4,-1,loss,3 - 4,590672,167,1,1.2,1,0,0,1,0,0,7,5,0,0,0,0,0,0,0,0,0,1,0,20.0,5,0,0,0,0,2,0,1324531,2014,,,,
03/15/2014,away,11620,317,James Madison,9,True,15,16,-1,loss,15 - 16,592676,167,1,0.2,3,3,2,1,0,0,7,6,1,0,1,0,0,0,0,3,3,0,0,23.0,0,2,0,0,0,4,0,1324531,2014,,,,
03/16/2014,away,11620,317,James Madison,10,True,14,8,6,win,14 - 8,593215,167,1,0.1,2,1,1,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,11.0,0,1,0,0,0,4,0,1324531,2014,,,,
03/29/2014,home,11620,172,Dartmouth,9,True,3,2,1,win,3 - 2,596206,167,1,1.2,2,0,0,0,2,0,7,7,0,0,0,0,0,0,0,1,0,0,0,0.0,0,3,1,0,0,2,2,1324531,2014,,,,
04/01/2014,home,11620,275,Harvard,10,True,5,6,-1,loss,5 - 6,597200,167,1,3.0,4,1,1,0,2,0,13,11,0,0,0,1,0,0,0,0,0,2,0,0.0,4,3,0,0,0,2,0,1324531,2014,,,,
04/05/2014,away,11620,813,Yale,9,True,0,1,-1,loss,0 - 1,598231,167,1,0.1,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,2,0,1324531,2014,,,,
