App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,score,Pitches
0,1.0,0.1,,2,5,5,4,1,0,8,3,1,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,1,0,1,1,,02/14/2015,away,12080,503,NIU,9,True,5,15,-10,loss,405330,482,1548009,2015,,
0,1.0,4.1,,5,2,1,1,1,0,19,17,0,1,0,0,0,1,0,0,0,0,0,89.0,8,3,0,0,0,1,0,,02/28/2015,away,12080,249,George Washington,9,True,5,6,-1,loss,406732,482,1548009,2015,,
0,1.0,5.1,,4,1,1,2,1,0,22,18,0,0,0,0,0,1,0,0,0,1,0,80.0,8,5,0,0,0,1,0,,03/09/2015,away,12080,140,Cincinnati,10,True,1,2,-1,loss,408691,482,1548009,2015,,
0,1.0,2.2,,8,8,6,2,0,0,18,16,3,1,0,2,0,0,0,0,0,0,0,0.0,3,4,0,1,0,1,0,,03/15/2015,away,12080,340,La Salle,9,True,4,15,-11,loss,410295,482,1548009,2015,,
0,1.0,4.0,,4,2,2,2,2,0,18,16,1,0,0,1,0,0,0,0,0,0,0,0.0,4,5,0,1,0,1,1,,03/22/2015,away,12080,471,NJIT,9,True,1,7,-6,loss,412402,482,1548009,2015,,
0,1.0,5.0,,5,0,0,3,5,0,24,20,0,0,0,0,0,1,0,0,0,0,0,0.0,3,7,1,0,0,1,2,,03/29/2015,home,12080,617,Saint Peter's,9,True,3,0,3,win,414233,482,1548009,2015,,
0,1.0,8.0,,7,3,3,0,5,0,32,32,2,0,1,0,0,0,0,0,0,0,0,0.0,13,5,0,1,0,1,1,,04/04/2015,home,12080,639,Siena,9,True,2,3,-1,loss,415697,482,1548009,2015,,
0,1.0,5.2,,9,3,3,2,2,0,27,23,1,0,0,0,0,2,0,0,0,0,0,90.0,10,2,0,1,0,1,2,,04/12/2015,away,12080,386,Marist,9,True,2,3,-1,loss,418064,482,1548009,2015,,
0,1.0,5.0,,8,4,2,1,4,0,24,23,0,0,0,2,0,0,0,0,0,0,0,0.0,7,3,0,1,0,1,1,,04/19/2015,home,12080,439,Monmouth,9,True,4,7,-3,loss,420346,482,1548009,2015,,
0,1.0,5.0,,5,7,5,5,4,0,28,20,0,0,0,1,1,3,0,0,0,0,0,103.0,4,6,0,1,0,1,0,,04/26/2015,away,12080,381,Manhattan,9,True,4,8,-4,loss,422297,482,1548009,2015,,
0,0.0,0.2,,0,0,0,0,1,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,3,1,,05/02/2015,away,12080,562,Quinnipiac,9,True,3,10,-7,loss,424082,482,1548009,2015,,
0,1.0,5.0,,6,4,4,1,1,0,23,19,1,0,1,1,0,1,0,0,0,2,0,79.0,6,6,0,1,0,1,0,,05/03/2015,away,12080,562,Quinnipiac,9,True,7,12,-5,loss,424378,482,1548009,2015,,
0,1.0,1.0,,2,4,2,4,0,0,11,5,0,0,0,1,0,0,0,0,0,2,0,0.0,2,1,0,1,0,1,0,,05/10/2015,home,12080,310,Iona,9,True,2,12,-10,loss,425183,482,1548009,2015,,
0,1.0,2.2,,4,9,9,7,3,0,19,12,0,1,0,0,0,0,0,0,0,0,0,85.0,3,2,0,1,0,1,0,,05/14/2015,away,12080,116,Canisius,9,True,4,14,-10,loss,425497,482,1548009,2015,,
0,0.0,3.1,,1,0,0,1,3,0,12,11,1,0,0,0,0,0,0,2,0,0,0,57.0,6,0,1,0,0,2,1,,03/03/2015,home,12080,985,Bluefield St.,9,True,14,3,11,win,407359,1000,1540455,2015,,
0,0.0,0.0,,2,3,3,1,0,0,3,2,1,0,1,0,0,0,0,2,2,0,0,10.0,0,0,0,0,0,7,0,,03/08/2015,away,12080,1176,Lincoln Memorial,9,True,5,16,-11,loss,408403,1000,1540455,2015,,
0,1.0,5.0,,7,2,1,4,1,0,26,21,0,0,0,1,0,0,0,0,0,1,0,0.0,5,7,0,0,0,1,0,,03/18/2015,home,12080,30124,Cedarville,9,True,10,2,8,win,411095,1000,1540455,2015,,
0,0.0,1.1,,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,10.0,2,1,0,0,0,2,0,,04/01/2015,away,12080,30181,UVA Wise,9,True,5,3,2,win,414822,1000,1540455,2015,,
0,0.0,4.0,,2,1,1,3,3,0,17,13,2,0,0,0,0,0,0,0,0,1,0,61.0,3,6,0,0,0,2,2,,02/15/2015,away,12080,49,Barry,9,True,3,5,-2,loss,405527,658,1652957,2015,,
0,1.0,5.1,,8,5,5,4,2,0,27,21,0,0,1,0,0,1,0,0,0,1,0,0.0,6,6,0,0,0,1,0,,02/21/2015,neutral,12080,21323,Chestnut Hill,9,True,8,9,-1,loss,406131,658,1652957,2015,,
0,1.0,1.1,,4,7,5,2,0,0,13,9,1,0,0,0,0,2,0,0,0,0,0,0.0,2,1,0,1,0,1,0,,03/12/2015,away,12080,30045,Palm Beach Atl.,9,True,4,14,-10,loss,409283,658,1652957,2015,,
0,0.0,0.2,,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,3,0,,03/17/2015,away,12080,20794,Lynn,9,True,6,10,-4,loss,411000,658,1652957,2015,,
0,0.0,0.2,,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,2,0,0,6.0,2,0,0,0,0,3,0,,03/18/2015,neutral,12080,3,Adelphi,9,True,5,8,-3,loss,411170,658,1652957,2015,,
0,0.0,2.0,,2,2,2,0,1,0,8,8,0,0,1,0,0,0,0,0,0,0,0,0.0,1,4,0,0,0,2,0,,03/28/2015,neutral,12080,533,Pace,9,True,0,5,-5,loss,413821,658,1652957,2015,,
0,0.0,4.1,,6,4,4,3,4,0,21,18,3,0,0,2,0,0,0,1,0,0,0,0.0,5,3,1,0,0,2,2,,04/02/2015,home,12080,22,American Int'l,9,True,15,11,4,win,415068,658,1652957,2015,,
0,0.0,1.2,,2,0,0,1,2,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,2,1,,04/12/2015,away,12080,682,Stonehill,9,True,3,4,-1,loss,418357,658,1652957,2015,,
0,0.0,4.0,,4,1,1,0,1,0,17,16,0,0,0,0,0,1,0,0,0,0,0,0.0,4,7,0,1,0,2,1,,04/14/2015,home,12080,3,Adelphi,10,True,4,5,-1,loss,418713,658,1652957,2015,,
0,0.0,1.0,,3,3,3,0,0,0,7,5,0,0,0,0,0,1,0,0,0,1,0,17.0,2,1,0,0,0,2,0,,04/18/2015,away,12080,349,Le Moyne,9,True,3,7,-4,loss,419897,658,1652957,2015,,
0,0.0,1.0,,0,0,0,2,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,0,0,0,3,0,,04/22/2015,away,12080,470,New Haven,9,True,4,5,-1,loss,421071,658,1652957,2015,,
0,0.0,1.1,,2,1,0,0,0,0,7,7,0,0,0,0,0,0,0,1,1,0,0,0.0,3,1,1,0,0,2,0,,04/25/2015,home,12080,1347,Saint Rose,9,True,7,6,1,win,421904,658,1652957,2015,,
0,0.0,0.2,,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,2,0,,04/25/2015,home,12080,1347,Saint Rose,9,True,1,2,-1,loss,422106,658,1652957,2015,,
0,0.0,1.0,,1,0,0,1,2,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,4,0,,04/30/2015,home,12080,1318,Post,9,True,10,1,9,win,423247,658,1652957,2015,,
0,0.0,1.1,,2,2,2,1,1,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0.0,1,2,0,0,0,2,1,,02/14/2015,home,12080,610,Saint Mary's (CA),9,True,2,7,-5,loss,405125,1356,1643682,2015,,
0,0.0,0.2,,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0.0,1,0,0,0,0,4,0,,02/17/2015,away,12080,551,Portland,9,True,0,9,-9,loss,405571,1356,1643682,2015,,
0,0.0,1.0,,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,12.0,1,1,0,0,0,3,1,,03/07/2015,neutral,12080,8597,Martin Luther,9,True,6,2,4,win,408134,59,1447448,2015,,
0,0.0,1.0,,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,1,3,0,,03/08/2015,neutral,12080,8398,Hilbert,9,True,4,3,1,win,408508,59,1447448,2015,,
0,0.0,1.0,,2,0,0,1,2,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,3,1,,03/13/2015,neutral,12080,397,Marywood,9,True,1,8,-7,loss,409679,59,1447448,2015,,
0,0.0,1.1,,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,0,0,0,4,0,,03/22/2015,home,12080,1402,Thomas More,9,True,4,7,-3,loss,412279,59,1447448,2015,,
0,0.0,0.0,,3,2,2,1,0,0,4,3,0,0,0,1,0,0,0,2,2,0,0,13.0,0,0,0,0,0,3,0,,03/25/2015,away,12080,751,Wash. & Jeff.,9,True,4,7,-3,loss,412991,59,1447448,2015,,
0,0.0,1.0,,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,0,0,0,3,0,,03/30/2015,home,12080,30064,Saint Vincent,9,True,9,1,8,win,414338,59,1447448,2015,,
0,0.0,1.0,,2,2,1,0,0,0,5,3,0,0,0,1,0,0,0,0,0,2,0,9.0,1,1,0,0,0,3,0,,04/08/2015,home,12080,751,Wash. & Jeff.,9,True,1,4,-3,loss,416874,59,1447448,2015,,
0,0.0,1.0,,0,1,0,3,1,0,7,4,0,0,0,1,0,0,1,0,0,0,0,0.0,1,1,0,0,0,5,0,,04/10/2015,away,12080,1451,Westminster (PA),13,True,10,11,-1,loss,416976,59,1447448,2015,,
0,0.0,1.0,,0,0,0,2,0,0,5,2,0,0,0,0,0,0,1,1,0,1,0,0.0,3,0,0,0,1,4,0,,04/17/2015,away,12080,1434,Waynesburg,9,True,10,9,1,win,419238,59,1447448,2015,,
0,1.0,7.0,,5,1,1,1,3,0,28,26,1,0,0,0,1,1,1,0,0,0,0,96.0,8,10,1,0,0,1,1,,02/01/2015,away,12080,628,San Fran. St.,9,True,2,1,1,win,404288,30175,1437811,2015,,
0,1.0,5.0,,5,1,1,2,5,0,23,20,1,0,0,1,0,1,0,0,0,0,0,0.0,4,6,1,0,0,1,2,,02/06/2015,away,12080,93,Cal St. San B'dino,9,True,10,5,5,win,404394,30175,1437811,2015,,
0,1.0,6.1,,6,1,1,1,6,0,27,24,1,0,0,0,1,0,0,0,0,2,0,87.0,5,8,0,0,0,1,1,,02/13/2015,away,12080,103,Stanislaus St.,9,True,3,4,-1,loss,404869,30175,1437811,2015,,
0,1.0,5.0,,12,5,5,2,1,0,29,23,1,0,0,1,1,1,0,0,0,3,0,0.0,6,6,0,0,0,1,0,,02/27/2015,away,12080,2697,Hawaii Hilo,9,True,5,9,-4,loss,406598,30175,1437811,2015,,
0,1.0,5.2,,12,8,7,1,1,0,30,27,3,1,0,0,0,1,0,0,0,0,1,101.0,5,10,0,0,0,1,0,,03/05/2015,away,12080,2696,Hawaii Pacific,9,True,9,10,-1,loss,407559,30175,1437811,2015,,
0,1.0,6.1,,9,4,4,1,2,0,29,26,1,0,0,1,0,0,0,0,0,1,1,0.0,3,12,0,0,0,1,0,,03/14/2015,home,12080,30149,Point Loma,9,True,10,11,-1,loss,409793,30175,1437811,2015,,
0,1.0,5.1,,8,6,3,1,1,0,26,22,1,0,0,0,0,0,0,0,0,3,0,81.0,11,3,0,1,0,1,0,,03/22/2015,away,12080,30095,Utah Tech,9,True,2,6,-4,loss,412422,30175,1437811,2015,,
0,1.0,6.1,,11,7,7,2,5,0,34,31,0,0,1,3,0,1,0,0,0,0,0,0.0,4,10,0,1,0,1,2,,03/28/2015,home,12080,1010,Central Wash.,9,True,4,7,-3,loss,413734,30175,1437811,2015,,
0,1.0,8.0,,7,2,1,2,8,0,33,31,1,0,0,0,0,0,0,0,0,0,0,0.0,9,6,0,1,0,1,4,,04/03/2015,away,12080,30123,Academy of Art,9,True,0,2,-2,loss,415382,30175,1437811,2015,,
0,1.0,9.0,,4,0,0,1,2,1,32,31,0,0,0,0,0,0,0,0,0,0,0,0.0,8,17,1,0,0,1,1,,04/10/2015,home,12080,30146,Azusa Pacific,9,True,1,0,1,win,417197,30175,1437811,2015,,
0,1.0,5.2,,3,1,1,3,2,0,25,20,0,0,0,0,0,1,0,0,0,0,1,106.0,6,9,0,0,0,1,1,,04/18/2015,away,12080,30055,Cal St. Monterey Bay,10,True,2,3,-1,loss,419626,30175,1437811,2015,,
0,1.0,4.2,,7,7,1,3,3,0,27,23,1,0,0,1,0,1,0,0,0,0,0,96.0,2,10,0,0,0,1,1,,04/24/2015,away,12080,30147,Fresno Pacific,10,True,8,9,-1,loss,421586,30175,1437811,2015,,
