App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,pickoffs,score,Pitches
1,,1.0,,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,4,1,04/15/2012,away,10942,254,Georgia St.,9,True,6,5,1,win,772745,786,977433,2012,,6 - 5,8.0
1,,0.1,,3,5,0,1,0,0,6,5,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,2,0,04/18/2012,away,10942,196,East Carolina,9,True,4,13,-9,loss,773508,786,977433,2012,,4 - 13,22.0
1,,0.1,,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,3,0,05/06/2012,home,10942,523,Old Dominion,9,True,4,9,-5,loss,1029911,786,977433,2012,,4 - 9,8.0
1,,1.0,,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,3,0,05/10/2012,home,10942,460,UNCW,9,True,1,4,-3,loss,779052,786,977433,2012,,1 - 4,16.0
1,,1.0,,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,1,05/14/2012,home,10942,363,Longwood,9,True,13,1,12,win,779729,786,977433,2012,,13 - 1,8.0
1,,3.1,,2,3,3,1,3,0,13,12,0,0,0,0,0,0,0,1,0,0,0,,3,4,0,0,0,2,1,05/19/2012,away,10942,283,Hofstra,9,True,8,10,-2,loss,780327,786,977433,2012,,8 - 10,51.0
1,,1.0,,1,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,4,0,03/02/2012,home,10942,657,Southern California,9,True,11,1,10,win,758126,457,1321611,2012,,11 - 1,0.0
1,,0.2,,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,,0,2,0,0,0,2,0,03/10/2012,away,10942,147,Clemson,9,True,6,3,3,win,760490,457,1321611,2012,,6 - 3,0.0
1,,2.0,,0,0,0,1,3,0,7,6,0,0,0,0,0,0,0,2,0,0,0,,0,3,0,0,0,3,0,03/13/2012,away,10942,459,UNC Greensboro,9,True,5,1,4,win,761621,457,1321611,2012,,5 - 1,31.0
1,,2.0,,0,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,,2,3,0,0,0,2,0,03/18/2012,away,10942,392,Maryland,9,True,0,1,-1,loss,763422,457,1321611,2012,,0 - 1,14.0
1,,2.2,,0,0,0,0,3,0,8,8,0,0,0,0,0,0,0,0,0,0,0,,1,4,1,0,0,3,2,03/20/2012,home,10942,554,Princeton,9,True,15,5,10,win,763871,457,1321611,2012,,15 - 5,38.0
1,,2.1,,1,0,0,0,3,0,8,7,1,0,0,0,0,0,0,2,0,1,0,,2,2,0,0,0,2,0,03/24/2012,home,10942,490,NC State,9,True,1,3,-2,loss,764878,457,1321611,2012,,1 - 3,28.0
1,,0.2,,1,1,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,3,0,03/26/2012,home,10942,490,NC State,9,True,7,4,3,win,765979,457,1321611,2012,,7 - 4,12.0
1,,1.2,,0,0,0,1,0,0,6,5,0,0,0,0,0,0,0,2,0,0,0,,2,3,0,0,0,3,0,03/28/2012,home,10942,149,Coastal Carolina,10,True,7,6,1,win,766344,457,1321611,2012,,7 - 6,23.0
1,,0.2,,4,3,2,0,0,0,8,8,0,0,1,0,0,0,0,2,2,0,0,,0,2,0,0,0,3,0,03/30/2012,home,10942,749,Wake Forest,12,True,6,7,-1,loss,766811,457,1321611,2012,,6 - 7,26.0
1,,0.2,,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,1,,0,2,0,0,0,6,0,04/04/2012,home,10942,1068,Elon,9,True,11,3,8,win,768721,457,1321611,2012,,11 - 3,7.0
1,,0.2,,1,2,1,1,0,0,5,3,0,0,0,0,0,0,0,2,0,1,0,,1,1,0,0,0,3,0,04/07/2012,away,10942,415,Miami (FL),14,True,3,4,-1,loss,769767,457,1321611,2012,,3 - 4,0.0
1,,0.0,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,,0,0,0,0,0,3,0,04/08/2012,away,10942,415,Miami (FL),9,True,0,4,-4,loss,770432,457,1321611,2012,,0 - 4,0.0
1,,0.0,,1,1,1,1,0,0,2,1,0,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,6,0,04/11/2012,home,10942,456,UNC Asheville,9,True,10,5,5,win,771020,457,1321611,2012,,10 - 5,7.0
1,,1.1,,1,0,0,1,0,0,6,5,0,0,0,0,0,0,0,3,0,0,0,,1,3,0,0,0,3,0,04/14/2012,away,10942,746,Virginia,9,True,6,2,4,win,771778,457,1321611,2012,,6 - 2,0.0
1,,1.2,,1,0,0,0,2,0,6,5,0,0,0,0,0,1,0,3,0,0,0,,0,2,0,0,0,4,1,04/17/2012,home,10942,19651,High Point,9,True,10,5,5,win,773247,457,1321611,2012,,10 - 5,19.0
1,,0.0,,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,04/18/2012,home,10942,355,Liberty,9,True,3,5,-2,loss,773463,457,1321611,2012,,3 - 5,7.0
1,,0.2,,1,2,0,1,1,0,4,3,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,0,3,0,04/20/2012,home,10942,255,Georgia Tech,9,True,4,11,-7,loss,773804,457,1321611,2012,,4 - 11,13.0
1,,1.1,,4,1,1,0,0,0,8,7,0,0,0,0,0,0,0,2,0,0,1,,0,4,0,0,0,5,0,04/21/2012,home,10942,255,Georgia Tech,9,True,12,6,6,win,774694,457,1321611,2012,,12 - 6,23.0
1,,1.0,,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,4,1,05/02/2012,home,10942,792,Winthrop,9,True,2,0,2,win,777656,457,1321611,2012,,2 - 0,11.0
1,,1.1,,1,0,0,0,1,0,5,4,0,0,0,0,0,0,0,2,0,1,0,,2,1,0,0,0,5,0,05/05/2012,home,10942,67,Boston College,9,True,6,5,1,win,778055,457,1321611,2012,,6 - 5,12.0
1,,1.0,,0,0,0,1,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,3,0,05/08/2012,home,10942,460,UNCW,9,True,4,2,2,win,778929,457,1321611,2012,,4 - 2,19.0
1,,1.0,,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,7,0,05/15/2012,away,10942,456,UNC Asheville,9,True,10,4,6,win,779761,457,1321611,2012,,10 - 4,0.0
1,,0.1,,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,2,0,05/24/2012,home,10942,415,Miami (FL),9,True,3,5,-2,loss,780564,457,1321611,2012,,3 - 5,4.0
1,,0.1,,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,,1,0,0,0,0,5,0,06/01/2012,home,10942,167,Cornell,9,True,7,4,3,win,780800,457,1321611,2012,,7 - 4,7.0
1,,0.2,,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,3,2,0,0,,1,0,0,0,0,4,0,06/03/2012,home,10942,603,St. John's (NY),9,True,5,9,-4,loss,780877,457,1321611,2012,,5 - 9,5.0
1,,1.0,,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,2,0,02/26/2012,home,10942,111,UC Riverside,9,True,11,2,9,win,757384,28,1320269,2012,,11 - 2,0.0
1,,1.0,,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,2,0,03/03/2012,home,10942,792,Winthrop,9,True,17,2,15,win,758720,28,1320269,2012,,17 - 2,12.0
